canon,target_type,fold
CC(=O)C(=S)O,eps,0
CC(=O)C(=S)c1ccc()cc1,nc,2
CC(=O)C(C=C1)=CC=C1C(=O),egc,1
CC(=O)C(C=C1)=CC=C1C(=S),egc,0
CC(=O)C(C=C1)=CC=C1C(S2)=CC=C2,egc,2
CC(=O)C(S1)=CC=C1C(=O),egc,1
CC(=O)C(S1)=CC=C1C(C=C2)=CC=C2,egc,0
CC(=O)C(S1)=CC=C1C(S2)=CC=C2,egc,2
CC(=O)CC()=O,eea,2
CC(=O)CC()=O,egb,2
CC(=O)CC()=O,ei,2
CC(=O)CC()=O,eps,2
CC(=O)CC()=O,nc,2
CC(=O)CC()=S,eea,0
CC(=O)CC()=S,eps,0
CC(=O)CC()=S,nc,0
CC(=O)CC(=O),egc,1
CC(=O)CC(=S),egc,0
CC(=O)CC(C=C1)=CC=C1,egc,2
CC(=O)CO,ei,2
CC(=O)CO,nc,2
CC(=O)Cc1ccc()cc1,eea,2
CC(=O)Cc1ccc()cc1,ei,2
CC(=O)Cc1ccc()cc1,eps,2
CC(=O)Cc1ccc()s1,eea,1
CC(=O)Cc1ccc()s1,nc,1
CC(=O)N,egc,0
CC(=O)N,ei,0
CC(=O)NC()=O,egb,1
CC(=O)NC()=O,ei,1
CC(=O)NC()=O,nc,1
CC(=O)NC()=S,eea,2
CC(=O)NC()=S,egb,2
CC(=O)NC()=S,ei,2
CC(=O)NC()=S,nc,2
CC(=O)NC(=O),egc,1
CC(=O)NC(=S),egc,0
CC(=O)NC(C=C1)=CC=C1,egc,2
CC(=O)NC(S1)=CC=C1,egc,1
CC(=O)NCC(=O)O,egc,0
CC(=O)NCCCCCCNC(=O)CO,egc,2
CC(=O)NCCCCCCNC(=O)COC(=O)CCCCC(=O)O,egc,1
CC(=O)NCCCCCCNC(=O)COc1ccc(O)cc1,egc,0
CC(=O)Nc1ccc()cc1,eea,0
CC(=O)Nc1ccc()cc1,eps,0
CC(=O)Nc1ccc()cc1,nc,0
CC(=O)Nc1ccc()s1,eea,2
CC(=O)Nc1ccc()s1,egb,2
CC(=O)Nc1ccc()s1,nc,2
CC(=O)Nc1ccc(NC(=O)CN2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N()C5=O)cc3C2=O)cc1,egc,2
CC(=O)Nc1ccc(Oc2ccc(NC(=O)CN3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N()C6=O)cc4C3=O)cc2)cc1,egc,1
CC(=O)Nc1ccc(Oc2ccc(Oc3ccc(NC(=O)CN4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N()C7=O)cc5C4=O)cc3)cc2)cc1,egc,0
CC(=O)O,eea,1
CC(=O)O,ei,1
CC(=O)O,eps,1
CC(=O)O,nc,1
CC(=O)OC()=O,ei,2
CC(=O)OC()=O,eps,2
CC(=O)OC()=S,egb,1
CC(=O)OC()=S,eps,1
CC(=O)OC(=O),egc,2
CC(=O)OC(=O)c1ccc(O)cc1Br,egc,1
CC(=O)OC(=O)c1cccc(O)c1,egc,0
CC(=O)OC(S1)=CC=C1,egc,2
CC(=O)OCCCCCCOC(=O)Cn1c(=O)c2cc3c(=O)n()c(=O)c3cc2c1=O,egc,1
CC(=O)Oc1ccc()s1,eea,0
CC(=O)Oc1ccc()s1,egb,0
CC(=O)Oc1ccc()s1,eps,0
CC(=O)Oc1ccc()s1,nc,0
CC(=O)c1ccc(-c2ccc()cc2)cc1,egb,1
CC(=O)c1ccc(-c2ccc()cc2)cc1,ei,1
CC(=O)c1ccc(-c2ccc()cc2)cc1,eps,1
CC(=O)c1ccc(-c2ccc()cc2)s1,egb,0
CC(=O)c1ccc(-c2ccc()cc2)s1,eps,0
CC(=O)c1ccc(-c2ccc()cc2)s1,nc,0
CC(=O)c1ccc(-c2ccc()s2)cc1,eea,2
CC(=O)c1ccc(-c2ccc()s2)cc1,ei,2
CC(=O)c1ccc(-c2ccc()s2)cc1,nc,2
CC(=O)c1ccc(-c2ccc()s2)s1,egb,0
CC(=O)c1ccc(-c2ccc()s2)s1,eps,0
CC(=O)c1ccc(C()=O)cc1,egb,2
CC(=O)c1ccc(C()=O)cc1,eps,2
CC(=O)c1ccc(C()=O)s1,eea,1
CC(=O)c1ccc(C()=O)s1,egb,1
CC(=O)c1ccc(C()=O)s1,ei,1
CC(=O)c1ccc(C()=O)s1,eps,1
CC(=O)c1ccc(C()=O)s1,nc,1
CC(=O)c1ccc(C()=S)cc1,eea,1
CC(=O)c1ccc(C()=S)cc1,egb,1
CC(=O)c1ccc(C()=S)cc1,ei,1
CC(=O)c1ccc(C()=S)s1,egb,1
CC(=O)c1ccc(C()=S)s1,eps,1
CC(=O)c1ccc(O)cc1,eea,0
CC(=O)c1ccc(O)cc1,egb,0
CC(=O)c1ccc(O)cc1,ei,0
CC(=O)c1ccc(O)s1,eea,0
CC(=S)C(=O)C()=S,egb,2
CC(=S)C(=O)C(=S),egc,1
CC(=S)C(=O)O,eea,2
CC(=S)C(=O)O,egb,2
CC(=S)C(=O)O,eps,2
CC(=S)C(=O)O,nc,2
CC(=S)C(C=C1)=CC=C1N,egc,0
CC(=S)C(C=C1)=CC=C1O,egc,2
CC(=S)C(S1)=CC=C1O,egc,1
CC(=S)CC()=S,nc,0
CC(=S)CC(=S),egc,2
CC(=S)CO,egb,0
CC(=S)CO,egc,0
CC(=S)CO,ei,0
CC(=S)CO,eps,0
CC(=S)CO,nc,0
CC(=S)NC()=S,eps,0
CC(=S)NC()=S,nc,0
CC(=S)NC(=S),egc,1
CC(=S)NO,eea,0
CC(=S)NO,egb,0
CC(=S)NO,egc,0
CC(=S)NO,ei,0
CC(=S)NO,eps,0
CC(=S)NO,nc,0
CC(=S)OC()=S,egb,2
CC(=S)OC()=S,nc,2
CC(=S)OC(=S),egc,0
CC(=S)c1ccc(C()=S)cc1,eea,2
CC(=S)c1ccc(C()=S)s1,egb,1
CC(=S)c1ccc(C()=S)s1,ei,1
CC(=S)c1ccc(C()=S)s1,eps,1
CC(=S)c1ccc(C()=S)s1,nc,1
CC(=S)c1ccc(N)cc1,eea,2
CC(=S)c1ccc(N)cc1,ei,2
CC(=S)c1ccc(N)cc1,eps,2
CC(=S)c1ccc(O)cc1,eea,1
CC(=S)c1ccc(O)cc1,egb,1
CC(=S)c1ccc(O)cc1,eps,1
CC(=S)c1ccc(O)s1,egb,0
CC(=S)c1ccc(O)s1,ei,0
CC(=S)c1ccc(O)s1,eps,0
CC(=S)c1ccc(O)s1,nc,0
CC(C#N)(C#N)C(C#N)C()(C#N)C#N,egb,1
CC(C#N)(C#N)C(C#N)C(C#N)(C#N)C(C#N)C(C#N)(C#N)C(C#N)C()(C#N)C#N,egb,0
CC(C#N)(C#N)CC(C#N)(C#N)C(C#N)C()(C#N)C#N,egb,2
CC(C#N)(C#N)CC(C#N)(C#N)C(C#N)C(C#N)(C#N),egc,1
CC(C#N)(C#N)CC(C#N)(C#N)CC(C#N)(C#N)C(C#N)C()(C#N)C#N,egb,0
CC(C(=O)Oc1ccccc1)C(C(=O)O)C()(C)C,egc,2
CC(C)(C)C(=O)N,egc,1
CC(C)(C)C(=O)O,egc,0
CC(C)(C)C1C(=O)N(C(C)C)C(=O)C1,egc,2
CC(C)(C)CO,egc,1
CC(C)(C)COC(=O)C(=O)O,egc,0
CC(C)(C)COC(=O)CC(=O)O,egc,2
CC(C)(C)COC(=O)CCC(=O)O,egc,1
CC(C)(C)COC(=O)CCCCC(=O)O,egb,1
CC(C)(C)COC(=O)CCCCC(=O)O,egc,1
CC(C)(C)COC(=O)CCCCCCC(=O)O,egc,0
CC(C)(C)COC(=O)CCCCCCCCC(=O)O,egc,2
CC(C)(C)COC(=O)NC(=O)c1cccc(C(=O)NC(=O)O)c1,egc,1
CC(C)(C)COC(=O)NC1CCC(CC2CCC(NC(=O)O)CC2)CC1,egc,0
CC(C)(C)COC(=O)NCCCC(CCNC(=O)O)OC,egc,2
CC(C)(C)COC(=O)Nc1ccc(Cc2ccc(NC(=O)O)c(C)c2)cc1C,egc,1
CC(C)(C)COC(=O)Nc1ccc(NC(=O)O)cc1,egc,0
CC(C)(C)COC(=O)O,egc,2
CC(C)(C)CS(=O)(=O)CC(C)(C)COC(=O)O,egc,1
CC(C)(C)O,egc,0
CC(C)(CC)CO,egc,2
CC(C)(CC)COC(=O)CCCCCCCCC(=O)O,egc,1
CC(C)(CCl)O,egc,0
CC(C)(CO)COCC(F)(F)F,egc,2
CC(C)(CO)COCCC#N,egc,1
CC(C)(COC(=O)NCCCCCCNC(=O)O)C(=O)O,egc,0
CC(C)(N=C=O)C1C(=O)OC(=O)C1,egc,2
CC(C)C(C)COC(=O)c1ccc(C(=O)O)cc1,egc,1
CC(C)C1C(=O)N(CCC)C(=O)C1,egc,0
CC(C)C1COC2C(C(=O)OC(O)(C(F)(F)F)C(F)(F)C)CC12,egc,2
CC(C)CNC(=O)O,egc,1
CC(C)CO,egb,0
CC(C)CO,egc,0
CC(C)O,egb,2
CC(C)O,egc,2
CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4),egc,0
CC(C=C1)=CC=C1C(=O)C(=S),egc,2
CC(C=C1)=CC=C1C(=S)O,egc,1
CC(C=C1)=CC=C1C(C=C2)=CC=C2C(=S),egc,0
CC(C=C1)=CC=C1C(S2)=CC=C2C(=S),egc,2
CC(C=C1)=CC=C1C(S2)=CC=C2C(C=C3)=CC=C3,egc,1
CC(C=C1)=CC=C1CC(C=C2)=CC=C2,egc,0
CC(C=C1)=CC=C1NC(C=C2)=CC=C2,egc,2
CC(C=C1)=CC=C1NC(S2)=CC=C2,egc,1
CC(C=C1)=CC=C1OC(S2)=CC=C2,egc,0
CC(CBr)(CBr)COC(=O)CCCCC(=O)O,egc,2
CC(CBr)O,egc,1
CC(CC()(C#N)C#N)c1ccc(CCl)cc1,egc,0
CC(CC(C)(C)C)O,egc,2
CC(CC(CC()c1ccccn1)c1ccccn1)c1ccccn1,ei,1
CC(CC(CC(CC()c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1,egb,1
CC(CC(CC(CC()c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1,nc,1
CC(CC)O,egc,0
CC(CCC)C(CCC)COC(=O)c1ccc(C(=O)O)cc1,egb,2
CC(CCCC)O,egc,1
CC(CCl)(CBr)COC(=O)CCCCC(=O)O,egc,0
CC(CCl)(CCl)C(=O)O,egc,2
CC(CCl)(CCl)COC(=O)C(=O)O,egc,1
CC(CCl)(CCl)COC(=O)CCCCC(=O)O,egc,0
CC(CCl)(CO)COC(C)=O,egc,2
CC(CCl)O,egc,1
CC(CO)(CS(=O)(=O)CC)CS(=O)(=O)CC,egc,0
CC(CO)(CS(=O)(=O)CCC)CS(=O)(=O)CCC,egc,2
CC(CO)(CS(=O)(=O)CCCC)CS(=O)(=O)CCCC,egc,1
CC(CO)(CS(=O)(=O)CCCCC)CS(=O)(=O)CCCCC,egc,0
CC(CO)(CS(C)(=O)=O)CS(C)(=O)=O,egc,2
CC(CO)(CSC(C)C)CSC(C)C,egc,1
CC(CO)(CSC)CSC,egc,0
CC(CO)(CSCC)CSCC,egc,2
CC(CO)C(C)(C)C,egc,1
CC(COCC)O,egc,0
CC(COCC=C)O,egc,2
CC(COCCCCCC)O,egc,1
CC(COc1c(Cl)cc(Cl)cc1Cl)O,egc,0
CC(COc1ccc(-c2ccc(C#N)cc2)cc1)O,egc,2
CC(COc1ccc(Cl)cc1)O,egc,1
CC(COc1cccc(C)c1)O,egc,0
CC(CS(=O)(=O)CCC)O,egc,2
CC(CS(C)(=O)=O)O,egc,1
CC(CSC(C)C)O,egc,0
CC(C[N-][N+]#N)O,egc,2
CC(Cl)(C#N)C1C=CC()CC1,egc,1
CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,egc,0
CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)CCCC(=O)O,egc,2
CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)NCCCCCCNC(=O)O,egc,1
CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)O,egc,0
CC(F)(F)C(F)(F)C(F)(F)COC(=O)CC(CC(=O)O)C(F)(F)C(F)(F)C(F)(F)F,egc,2
CC(F)(F)C(F)(F)C(F)(F)COC(=O)CCCC(=O)O,egc,1
CC(F)(F)C(F)(F)C(F)(F)COC(=O)CCCCC(=O)O,egc,0
CC(F)(F)C(F)(F)C(F)(F)COC(=O)CSCSCC(=O)O,egc,2
CC(F)(F)C(F)(F)C(F)(F)COC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O,egc,1
CC(F)(F)C(F)(F)C(F)(F)COC(=O)NCCCCCCNC(=O)O,egc,0
CC(F)(F)C(F)(F)COC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O,egc,2
CC(F)(F)C(F)=C()Cl,egc,1
CC(F)(F)C1(F)CC(CC(O)(C(F)(F)F)C(F)(F)F)CC1,egc,0
CC(O)C(C)(C)C,egc,2
CC(O)C(C)C,egc,1
CC(O)C(F)(F)F,eea,2
CC(O)C(F)(F)F,egb,2
CC(O)C(F)(F)F,egc,2
CC(O)C(F)(F)F,ei,2
CC(O)C(O)CN()c1ccc(N(C)C)cc1,egc,0
CC(O)C(O)COC(=O)O,egc,2
CC(O)CN()c1cc(C)c(N=Nc2ccc(Cl)cc2)c(C)c1,egc,1
CC(O)CN()c1cc(C)cc(C)c1,egc,0
CC(O)CN()c1ccc(N=Nc2ccc(C#N)cc2)cc1,egc,2
CC(O)CN()c1ccc(N=Nc2ccc(Cl)cc2)cc1,egc,1
CC(O)CO,egc,0
CC(O)COc1ccc(O)cc1,egc,2
CC(O)c1ccccc1,egc,1
CC(O)c1ccco1,egc,0
CC(OC(=O)OCC)C(COC(=O)O)OC(=O)OCC,egc,2
CC(OC(C)=O)C1C(=O)N(c2ccc(C)cc2)C(=O)C1()Cl,egc,1
CC(OC)C(C(=O)O)C()C(=O)O,egc,0
CC(OC)C1C(=O)OC(=O)C1,egc,2
CC(OC1CCCCC1)C1C(=O)OC(=O)C1,egc,1
CC(OC=O)C(COC(=O)O)OC=O,egc,0
CC(S1)=CC=C1C(=O)C(S2)=CC=C2,egc,2
CC(S1)=CC=C1C(=S)C(S2)=CC=C2,egc,1
CC(S1)=CC=C1C(C=C2)=CC=C2C(=S),egc,0
CC(S1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3,egc,2
CC(S1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3,egc,1
CC(S1)=CC=C1C(S2)=CC=C2O,egc,0
CC(S1)=CC=C1CC(=S),egc,2
CC(S1)=CC=C1CO,egc,1
CC(S1)=CC=C1NC(S2)=CC=C2,egc,0
CC(c1ccccc1)C1C(=O)OC(=O)C1,egc,2
CC1()CCCCC1,egc,1
CC1(C)CC()(C)C(=O)OC1=O,egc,0
CC1(C)CC(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N()C5=O)cc3C2=O)CC(C)(C)C1,egc,2
CC1(CO)CC2C=CC1C2,egc,1
CC1CC()C(=O)OC1=O,egc,0
CC1CC()CN(c2nc(N)nc(N)n2)C1,egc,2
CC1CC()OC(C)O1,egc,1
CC1CC()OCO1,egc,0
CC1CC(CNC(=O)c2cccc(C(=O)N)c2)CC(C(C)(C)C)C1,egc,2
CC1CC1CNC(=O)C1CC1C(=O)N,egb,1
CC1CC1CO,egc,0
CC1CC1COC(=O)NC1CC1NC(=O)O,egc,2
CC1CC1COC(=O)Nc1ccc(C)c(NC(=O)O)c1,egb,1
CC1CC1COC(=O)c1cccc(C(=O)O)c1,egb,0
CC1CC1COC(=O)c1cccc(C(=O)O)c1,egc,0
CC1CCC()C1,egc,0
CC1CCC(CNC(=O)CCCCCC(=O)N)CC1,egb,2
CC1CCC(CNC(=O)CCCCCCC(=O)N)CC1,egc,1
CC1CCC(CNC(=O)CCCCCCCC(=O)N)CC1,egc,0
CC1CCC(CNC(=O)CCCCCCCCC(=O)N)CC1,egc,2
CC1CCC(CNC(=O)CCCCCCCCCCC(=O)N)CC1,egc,1
CC1CCC(CNC(=O)c2cc(C(=O)N)cc(C(C)(C)C)c2)CC1,egc,0
CC1CCC(COC(=O)C(=O)O)CC1,egc,2
CC1CCC(COC(=O)C2CCC(C(=O)O)CC2)CC1,egc,1
CC1CCC(COC(=O)CCC(=O)O)CC1,egc,0
CC1CCC(COC(=O)CCCCC(=O)O)CC1,egc,2
CC1CCC(COC(=O)CCCCCCCCCCC(=O)O)CC1,egc,1
CC1CCC(COC(=O)Cc2ccc(CC(=O)O)cc2)CC1,egc,0
CC1CCC(COC(=O)NCCSCCCCCSCCNC(=O)O)CC1,egb,2
CC1CCC(COC(=O)NCCSCCCSCCNC(=O)O)CC1,egc,1
CC1CCC(COC(=O)c2ccc(NC(=O)O)cc2)CC1,egc,0
CC1CCC(COC(C)OC(=O)c2cccc(C(=O)OC(C)O)c2)CC1,egc,2
CC1CCC(COCO)CC1,egc,1
CC1CCCC(CC(=O)N)C1,egc,0
CC1CCCC(CNC(=O)CCCCCCC(=O)N)C1,egc,2
CC1CCCC(CNC(=O)c2cccc(C(=O)N)c2)C1,egc,1
CC=CCNC(=O)CCC=CCCC(=O)N,egc,0
CC=CCOC(=O)CCCCCCCCC(=O)O,egc,2
CC=CCOC(=O)NCCCCCCNC(=O)O,egc,1
CCC()=O,egc,0
CCC(=O)C()=S,eea,0
CCC(=O)C()=S,egb,0
CCC(=O)C()=S,nc,0
CCC(=O)C(=S),egc,2
CCC(=O)C(S1)=CC=C1,egc,1
CCC(=O)N,eea,1
CCC(=O)N,egc,1
CCC(=O)N,eps,1
CCC(=O)N,nc,1
CCC(=O)N(CCN(C(=O)CCN1CCN()CC1)C(C)C)C(C)C,egc,0
CCC(=O)NCC(=O)N,egc,2
CCC(=O)NCc1c(C)c(C)c(CNC(=O)CCO)c(C)c1C,egc,1
CCC(=O)O,ei,2
CCC(=O)O,eps,2
CCC(=O)O,nc,2
CCC(=O)OC(=O)Cc1ccc(-c2ccc()cc2)cc1,eea,1
CCC(=O)OC(=O)Cc1ccc(-c2ccc()cc2)cc1,ei,1
CCC(=O)OC(=O)Cc1ccc(-c2ccc()cc2)cc1,eps,1
CCC(=O)Oc1ccc(OC(=O)CCN2CCN()C(C)C2)cc1,egc,0
CCC(=O)c1ccc()cc1,egb,0
CCC(=O)c1ccc()cc1,ei,0
CCC(=O)c1ccc()cc1,nc,0
CCC(=O)c1ccc()s1,eea,2
CCC(=O)c1ccc()s1,egb,2
CCC(=O)c1ccc()s1,nc,2
CCC(=S)O,ei,2
CCC(=S)O,eps,2
CCC(C(=O)OC)C()C(=O)OC,egc,2
CCC(C)(C)CC(C)CNC(=O)CCCCC(=O)N,egc,1
CCC(C)(C)CC(C)COC(=O)CCCCC(=O)O,egc,0
CCC(C)=C()C,egc,2
CCC(C)C()(C)C(=O)OC,egc,1
CCC(C)C(C)CCNC(=O)c1cccc(C(=O)N)c1,egb,0
CCC(C)CC(=O)O,egb,1
CCC(C)CC(=O)O,egc,1
CCC(C)CO,egc,2
CCC(C=C1)=CC=C1C(=S),egc,1
CCC(C=C1)=CC=C1O,egc,0
CCC(Cl)C()Cl,egc,2
CCC(F)(F)C()(F)Cl,egb,0
CCC(F)(F)C()(F)Cl,egc,0
CCC(F)(F)C()(F)F,egb,0
CCC(F)(F)C()(F)F,egc,0
CCC(F)(F)C()(F)F,ei,0
CCC(F)(F)C()(F)F,eps,0
CCC(O)(C(F)(F)F)C(F)(F)F,eea,2
CCC(O)(C(F)(F)F)C(F)(F)F,egb,2
CCC(O)(C(F)(F)F)C(F)(F)F,ei,2
CCC(O)(C(F)(F)F)C(F)(F)F,eps,2
CCC(O)(C(F)(F)F)C(F)(F)F,nc,2
CCC(S1)=CC=C1O,egc,1
CCC([2H])C()([2H])C,egc,0
CCC1CC()C2C3CC(C12)C(C)(C(=O)OC)C3,egc,2
CCC1CC()C2CCCC12,egb,1
CCC1CCC()C1,egb,2
CCC1CCC()C1,egc,2
CCC=C()Cl,egc,0
CCCC()=O,eea,2
CCCC()=O,egb,2
CCCC()=O,eps,2
CCCC()=O,nc,2
CCCC()=S,eea,1
CCCC()=S,egb,1
CCCC()=S,nc,1
CCCC()C,egc,2
CCCC()C#N,egb,1
CCCC()C#N,egc,1
CCCC()Cl,egc,1
CCCC(=O)NCCCCCCNC(=O)CCCO,egc,0
CCCC(=O)NCCCCCOCCCCCNC(=O)CCCO,egc,2
CCCC(=O)O,egc,1
CCCC(=S),egc,0
CCCC(C)(C)CNC(=O)c1cccc(C(=O)N)c1,egc,2
CCCC(C)CC(=O)N,egc,1
CCCC(C)CCC(=O)O,egc,0
CCCC(C=C1)=CC=C1,egc,2
CCCC(CCNC(=O)c1ccc(C(=O)N)cc1)C(C)C,egc,1
CCCC(Cl)C()Cl,egc,0
CCCC(S1)=CC=C1,egc,2
CCCC1CC(=O)N()C(=O)C1,egc,1
CCCC1CCN(C(=O)Nc2ccc(Cc3ccc(NC(=O)N4CCC()CC4)cc3)cc2)CC1,egc,0
CCCC1CCN(C(=O)SSCCCCSSC(=O)N2CCC()CC2)CC1,egc,2
CCCCC(=O)N,egc,1
CCCCC(=O)NCCCCCCC(=O)NCCC(=O)N,egc,0
CCCCC(=O)O,egc,2
CCCCC(C)CCn1c(=O)c2cc3c(=O)n()c(=O)c3cc2c1=O,egc,1
CCCCC(N)C(=O)N,egc,0
CCCCCC()C,egc,2
CCCCCC()CC,egc,1
CCCCCC(=O)NCCCCCCNC(=O)CCCCCO,egc,0
CCCCCC(=O)NCCCCCCNC(=O)CCCCCOC(=O)CCCCC(=O)O,egc,2
CCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCCO,egc,1
CCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCO,egc,0
CCCCCC(=O)NCCNC(=O)CCCCCOC(=O)CCCCC(=O)O,egc,2
CCCCCC(=O)NCCOC(=O)CCCCC(=O)O,egc,1
CCCCCC(=O)NCc1ccc(CNC(=O)CCCCCO)cc1,egc,0
CCCCCC(=O)NCc1ccc(CNC(=O)CCCCO)cc1,egc,2
CCCCCC(=O)S,egb,0
CCCCCC(=O)S,egc,0
CCCCCCC(=O)N,eea,1
CCCCCCC(=O)N,egb,1
CCCCCCC(=O)N,egc,1
CCCCCCC(=O)N,eps,1
CCCCCCC(=O)NCCCCCCNC(=O)CCCCCCO,egc,1
CCCCCCC(=O)NCCCCCCNC(=O)CCCO,egc,0
CCCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCO,egc,2
CCCCCCC(=O)O,egc,1
CCCCCCC(Cl)C()Cl,egb,0
CCCCCCCC(=O)N()C,egc,2
CCCCCCCC(=O)O,egc,1
CCCCCCCC(=O)OC1COC()OC1,egc,0
CCCCCCCC(=O)OCC1COC()O1,egc,2
CCCCCCCCC()Cl,egc,1
CCCCCCCCC(=O)N,egc,0
CCCCCCCCC(=O)NCCCCCCNC(=O)CCCO,egc,2
CCCCCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCCO,egc,1
CCCCCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCO,egc,0
CCCCCCCCC(=O)O,egc,2
CCCCCCCCC(Cl)C()Cl,egc,1
CCCCCCCCCC#CC#CCCCCCCCCCOC(=O)CCCCCCCCC(=O)O,egc,0
CCCCCCCCCC(=O)N,egc,2
CCCCCCCCCCC(=O)N()C,egc,1
CCCCCCCCCCC(=O)NCC(=O)N,egc,0
CCCCCCCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCCO,egc,2
CCCCCCCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCO,egc,1
CCCCCCCCCCC(=O)NCc1ccc(CNC(=O)CCCCO)cc1,egc,0
CCCCCCCCCCC(=O)O,egc,2
CCCCCCCCCCC(Cl)C()Cl,egc,1
CCCCCCCCCCCC(=O)N,egc,0
CCCCCCCCCCCC(=O)N()C,egc,2
CCCCCCCCCCCC(=O)NCC(=O)N,egc,1
CCCCCCCCCCCC(=O)O,egc,0
CCCCCCCCCCCCC(=O)N,egc,2
CCCCCCCCCCCCC(=O)O,egc,1
CCCCCCCCCCCCCC(=O)O,egc,0
CCCCCCCCCCCCCCC()Cl,egc,2
CCCCCCCCCCCCCCCC(=O)O,egc,1
CCCCCCCCCCCCCCCCC(=O)N,egc,0
CCCCCCCCCCCCCCCCCCCCCC(=O)N,egc,2
CCCCCCCCCCCCCCCCCCCCCCOC(=O)CCC(=O)O,egc,1
CCCCCCCCCCCCCCCCCCCCOC(=O)C(=O)O,egc,0
CCCCCCCCCCCCCCCCCCCCOC(=O)CC(=O)O,egc,2
CCCCCCCCCCCCCCCCCCCCOC(=O)CCC(=O)O,egc,1
CCCCCCCCCCCCCCCCCCCCOC(=O)CCC(C)CC(=O)O,egc,0
CCCCCCCCCCCCCCCCCCCCOC(=O)CCCCC(=O)O,egc,2
CCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCC(=O)O,egc,1
CCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCC(=O)O,egc,0
CCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCC(=O)O,egc,2
CCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCC(=O)O,egc,1
CCCCCCCCCCCCCCCCCCCCOC(=O)CCCCSCCCCC(=O)O,egc,0
CCCCCCCCCCCCCCCCCCCCOC(=O)COCC(=O)O,egc,2
CCCCCCCCCCCCCCCCCCCCOC(=O)c1ccccc1C(=O)O,egc,1
CCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N,egc,0
CCCCCCCCCCCCCCCCCCNC(=O)NCCCCCCCCCCNC(=O)N,egc,2
CCCCCCCCCCCCCCCCCCOCO,egc,1
CCCCCCCCCCCCCCCCOC(=O)CC=CCC(=O)O,egc,0
CCCCCCCCCCCCCCCCOC(=O)CCCCC(=O)O,egc,2
CCCCCCCCCCCCCCCCOC(=O)CCCCCCC(=O)O,egc,1
CCCCCCCCCCCCCCCCOC(=O)NCc1ccc(CNC(=O)O)cc1,egc,0
CCCCCCCCCCCCCCCc1nnc()o1,egc,2
CCCCCCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N,egc,1
CCCCCCCCCCCCCCOC(=O)CC=CCC(=O)O,egc,0
CCCCCCCCCCCCCCOC(=O)CCC=CCCC(=O)O,egc,2
CCCCCCCCCCCCCCOC(=O)CCCCCCC(=O)O,egc,1
CCCCCCCCCCCCCCOCO,egc,0
CCCCCCCCCCCCCOC(=O)c1ccc(C(=O)NCCCCCCNC(=O)c2ccc(C(=O)O)cc2)cc1,egc,2
CCCCCCCCCCCCNC(=O)C(=O)N,egc,1
CCCCCCCCCCCCNC(=O)CCCCCCCCC(=O)N,egc,0
CCCCCCCCCCCCNC(=O)CCCCCCCCCCCCC(=O)N,egc,2
CCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N,egc,1
CCCCCCCCCCCCNC(=O)CCP(C)(=O)CCC(=O)N,egc,0
CCCCCCCCCCCCNC(=O)NCCCCCCCCCCNC(=O)N,egc,2
CCCCCCCCCCCCNC(=O)c1cccc(C(=O)N)c1,egc,1
CCCCCCCCCCCCO,egc,0
CCCCCCCCCCCCOC(=O)CCCCC(=O)O,egc,2
CCCCCCCCCCCCOC(=O)CCCCCCCCCCC(=O)O,egc,1
CCCCCCCCCCCCOC(=O)CCCCCCCCCCCCC(=O)O,egc,0
CCCCCCCCCCCCOC(=O)c1cccc(C(=O)O)c1,egc,2
